Tic_Rais_date_time,Ticket_ID,LHO,Site_Class,Criticality,Terminal_ID,State,Address,Location_Type,Call_Mode,Queue_Type,Call_Type,Category,Sub_Category,CD_Make,Created_Date,Created_Time,Ageing,Numerical_Tic_Rais_date_time
01/01/2021 00:49,1213366.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,01/01/2021,0:49:01,9H:58M,44197.03404
01/01/2021 21:47,1220934.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,01/01/2021,21:47:02,18H:28M,44197.90766
01/02/2021 22:35,1368557.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring-SLM,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,01/02/2021,22:35:01,14H:40M,44228.94098
01/03/2021 13:20,1560423.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,01/03/2021,13:20:53,6H:58M,44256.55617
01/11/2021 15:45,2564883.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,01/11/2021,15:45:36,24H:57M,44501.65667
02/02/2021 13:13,1369643.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,02/02/2021,13:13:00,1H:38M,44229.55069
02/02/2021 20:45,1380298.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,02/02/2021,20:45:25,1H:32M,44229.86487
02/07/2021 15:53,2241241.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,02/07/2021,15:53:04,0H:42M,44379.66185
02/07/2021 16:33,2241325.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,02/07/2021,16:33:12,0H:40M,44379.68972
02/08/2021 21:13,2335695.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,02/08/2021,21:13:05,13H:50M,44410.88409
02/10/2021 15:13,2497567.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,02/10/2021,15:13:01,1D:19H,44471.63404
03/03/2021 14:33,1576060.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,03/03/2021,14:33:04,1H:14M,44258.6063
03/03/2021 22:11,1577375.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,03/03/2021,22:11:49,11H:28M,44258.92487
03/08/2021 12:13,2337004.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,03/08/2021,12:13:04,5H:50M,44411.50907
03/11/2021 14:24,2569500.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,03/11/2021,14:24:18,2H:5M,44503.60021
03/11/2021 15:35,2569843.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,03/11/2021,15:35:15,1D:22H,44503.64948
04/02/2021 11:49,1384202.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,04/02/2021,11:49:05,5H:2M,44231.49242
04/06/2021 12:31,2130539.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,04/06/2021,12:31:07,1H:1M,44351.52161
04/10/2021 12:23,2500932.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,04/10/2021,12:23:05,22H:20M,44473.51603
05/02/2021 12:19,1392343.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Email,SLM,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,05/02/2021,12:19:34,1H:43M,44232.51359
06/02/2021 21:19,1397912.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,SLM,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,06/02/2021,21:19:04,1D:12H,44233.88824
06/03/2021 01:11,1596344.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,06/03/2021,1:11:26,15H:14M,44261.04961
06/06/2021 18:13,2146234.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,06/06/2021,18:13:10,22H:20M,44353.75914
07/09/2021 10:12,2436220.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,07/09/2021,10:12:17,1D:1H,44446.4252
07/09/2021 10:33,2436270.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,07/09/2021,10:33:03,5H:2M,44446.43962
07/09/2021 21:43,2438130.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,07/09/2021,21:43:06,12H:50M,44446.90493
08/02/2021 18:19,1415516.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,Bank Related,Bank Access Issue,Hyosung,08/02/2021,18:19:07,16H:16M,44235.76328
08/06/2021 08:17,2151319.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,08/06/2021,8:17:36,24H:45M,44355.34556
08/06/2021 16:21,2153041.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,08/06/2021,16:21:05,0H:31M,44355.68131
08/09/2021 20:13,2440485.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,08/09/2021,20:13:04,1D:13H,44447.84241
08/11/2021 08:04,2577654.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,08/11/2021,8:04:15,5H:38M,44508.33628
09/01/2021 08:37,1249245.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,09/01/2021,8:37:02,2D:2H,44205.35905
09/02/2021 19:21,1426111.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,09/02/2021,19:21:20,1D:21H,44236.80648
09/02/2021 20:21,1427083.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,Bank Related,Bank Access Issue,Hyosung,09/02/2021,20:21:03,4D:2H,44236.84795
09/03/2021 18:45,1616209.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,09/03/2021,18:45:28,5H:35M,44264.78157
09/06/2021 12:23,2155115.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,09/06/2021,12:23:14,0H:32M,44356.51613
10/03/2021 07:03,1623964.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,10/03/2021,7:03:11,0H:53M,44265.29388
10/03/2021 10:33,1627812.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,10/03/2021,10:33:10,0H:20M,44265.4397
10/03/2021 12:18,1628739.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,10/03/2021,12:18:23,22H:0M,44265.51277
10/06/2021 08:06,2157954.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,10/06/2021,8:06:38,2D:0H,44357.33794
10/11/2021 09:35,2581828.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,10/11/2021,9:35:09,2H:58M,44510.39941
10/11/2021 13:15,2582323.0,Trivandrum,Platinum,M1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,RP Out,Consumables,RP Out,Hyosung,10/11/2021,13:15:32,3D:9H,44510.55245
11/03/2021 00:43,1632924.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,11/03/2021,0:43:19,0H:33M,44266.03008
11/08/2021 12:23,2361007.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,11/08/2021,12:23:13,0H:20M,44419.51612
11/08/2021 17:33,2362170.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,11/08/2021,17:33:13,0H:20M,44419.7314
12/08/2021 19:03,2365159.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,12/08/2021,19:03:11,16H:0M,44420.79388
13/02/2021 10:37,1464121.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,Bank Related,Bank Access Issue,Hyosung,13/02/2021,10:37:01,12H:13M,44240.44237
13/06/2021 02:33,2171544.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,ATM Down,ATM Down,Actionable query,Hyosung,13/06/2021,2:33:13,0H:42M,44360.1064
13/08/2021 14:53,2367212.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,13/08/2021,14:53:19,1D:3H,44421.62036
13/09/2021 13:53,2450471.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,13/09/2021,13:53:06,1D:1H,44452.57854
14/07/2021 13:03,2275517.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,14/07/2021,13:03:11,1H:40M,44391.54388
14/07/2021 14:43,2275859.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,14/07/2021,14:43:05,3H:12M,44391.61325
14/09/2021 06:00,2452110.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Chronic-SLM,Chronic Hardware,Chronic Hardware,Chronic Hardware,Hyosung,14/09/2021,6:00:29,29D:8H,44453.25034
15/02/2021 10:49,1469335.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,15/02/2021,10:49:38,1D:7H,44242.45113
15/03/2021 14:43,1651485.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,15/03/2021,14:43:04,2H:22M,44270.61324
15/03/2021 17:03,1652175.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,BNA H/W Error,Bank Related,Bank Access Issue,Hyosung,15/03/2021,17:03:04,2D:2H,44270.71046
15/06/2021 14:43,2180692.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,15/06/2021,14:43:15,0H:20M,44362.61337
16/08/2021 12:21,2372069.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Direct,Monitoring,BNA H/W Error,ATM Hardware,BNA Error,Hyosung,16/08/2021,12:21:58,3H:7M,44424.51525
17/03/2021 19:53,1670546.0,Trivandrum,Platinum,H1,S5NE070106621,Kerala,KACHERIL BUILDINGS,Semi Urban,Auto Dispatched,Monitoring,Dispenser Error,ATM Hardware,Dispenser Problem,Hyosung,17/03/2021,19:53:02,10H:32M,44272.8285
